date,store_id,SKU,sku_name,category,units_sold,price_per_unit_usd,revenue_usd,promotion_flag,unit_of_measure,Date,price_per_unit_usd_fluctuated,price_per_unit_usd_updated
10-11-2024,Giant_Store_001,1004,Strawberries,Fruit,133,2.44,324.52,0,pint,2024-10-11,2.8,2.2
10-12-2024,Giant_Store_001,1004,Strawberries,Fruit,71,2.44,173.24,0,pint,2024-10-12,2.8,2.2
14-10-2024,Giant_Store_001,1004,Strawberries,Fruit,78,2.44,190.32,0,pint,2024-10-14,2.8,2.2
15-10-2024,Giant_Store_001,1004,Strawberries,Fruit,109,2.44,265.96,0,pint,2024-10-15,2.8,2.2
16-10-2024,Giant_Store_001,1004,Strawberries,Fruit,114,2.44,278.16,0,pint,2024-10-16,2.22,2.23
17-10-2024,Giant_Store_001,1004,Strawberries,Fruit,62,2.44,151.28,0,pint,2024-10-17,2.22,2.23
18-10-2024,Giant_Store_001,1004,Strawberries,Fruit,107,2.44,261.08,0,pint,2024-10-18,2.22,2.23
19-10-2024,Giant_Store_001,1004,Strawberries,Fruit,132,2.44,322.08,0,pint,2024-10-19,2.79,2.23
20-10-2024,Giant_Store_001,1004,Strawberries,Fruit,111,2.44,270.84,0,pint,2024-10-20,2.79,2.84
21-10-2024,Giant_Store_001,1004,Strawberries,Fruit,74,2.44,180.56,0,pint,2024-10-21,2.79,2.84
22-10-2024,Giant_Store_001,1004,Strawberries,Fruit,117,2.44,285.48,0,pint,2024-10-22,2.23,2.84
23-10-2024,Giant_Store_001,1004,Strawberries,Fruit,56,2.44,136.64,0,pint,2024-10-23,2.23,1.75
24-10-2024,Giant_Store_001,1004,Strawberries,Fruit,78,2.44,190.32,0,pint,2024-10-24,2.23,1.75
25-10-2024,Giant_Store_001,1004,Strawberries,Fruit,104,2.44,253.76,0,pint,2024-10-25,2.23,1.75
26-10-2024,Giant_Store_001,1004,Strawberries,Fruit,78,2.44,190.32,0,pint,2024-10-26,2.35,2.25
27-10-2024,Giant_Store_001,1004,Strawberries,Fruit,108,2.44,263.52,0,pint,2024-10-27,2.35,2.25
28-10-2024,Giant_Store_001,1004,Strawberries,Fruit,89,2.44,217.16,0,pint,2024-10-28,2.35,2.25
29-10-2024,Giant_Store_001,1004,Strawberries,Fruit,113,2.44,275.72,0,pint,2024-10-29,2.75,2.25
30-10-2024,Giant_Store_001,1004,Strawberries,Fruit,104,2.44,253.76,0,pint,2024-10-30,2.75,2.4
31-10-2024,Giant_Store_001,1004,Strawberries,Fruit,105,2.44,256.2,0,pint,2024-10-31,2.75,2.4
11-11-2024,Giant_Store_001,1004,Strawberries,Fruit,101,2.44,246.44,0,pint,2024-11-11,2.46,2.4
11-12-2024,Giant_Store_001,1004,Strawberries,Fruit,96,2.44,234.24,0,pint,2024-11-12,2.46,2.4
13-11-2024,Giant_Store_001,1004,Strawberries,Fruit,62,2.44,151.28,0,pint,2024-11-13,2.46,2.14
14-11-2024,Giant_Store_001,1004,Strawberries,Fruit,102,2.44,248.88,0,pint,2024-11-14,2.66,2.14
15-11-2024,Giant_Store_001,1004,Strawberries,Fruit,88,2.44,214.72,0,pint,2024-11-15,2.66,2.14
16-11-2024,Giant_Store_001,1004,Strawberries,Fruit,114,2.44,278.16,0,pint,2024-11-16,2.66,2.14
17-11-2024,Giant_Store_001,1004,Strawberries,Fruit,119,2.44,290.36,0,pint,2024-11-17,2.17,2.83
18-11-2024,Giant_Store_001,1004,Strawberries,Fruit,100,2.44,244.0,0,pint,2024-11-18,2.17,2.83
19-11-2024,Giant_Store_001,1004,Strawberries,Fruit,88,2.44,214.72,0,pint,2024-11-19,2.17,2.83
20-11-2024,Giant_Store_001,1004,Strawberries,Fruit,92,2.44,224.48,0,pint,2024-11-20,2.79,2.83
21-11-2024,Giant_Store_001,1004,Strawberries,Fruit,64,2.44,156.16,0,pint,2024-11-21,2.79,2.37
22-11-2024,Giant_Store_001,1004,Strawberries,Fruit,91,2.15,195.4,1,pint,2024-11-22,2.79,2.37
23-11-2024,Giant_Store_001,1004,Strawberries,Fruit,133,2.44,324.52,0,pint,2024-11-23,2.44,2.37
24-11-2024,Giant_Store_001,1004,Strawberries,Fruit,139,2.44,339.16,0,pint,2024-11-24,2.44,3.05
25-11-2024,Giant_Store_001,1004,Strawberries,Fruit,109,2.44,265.96,0,pint,2024-11-25,2.44,3.05
26-11-2024,Giant_Store_001,1004,Strawberries,Fruit,95,2.44,231.8,0,pint,2024-11-26,2.57,3.05
27-11-2024,Giant_Store_001,1004,Strawberries,Fruit,117,2.44,285.48,0,pint,2024-11-27,2.57,1.77
28-11-2024,Giant_Store_001,1004,Strawberries,Fruit,114,2.44,278.16,0,pint,2024-11-28,2.57,1.77
29-11-2024,Giant_Store_001,1004,Strawberries,Fruit,110,2.44,268.4,0,pint,2024-11-29,2.57,1.77
30-11-2024,Giant_Store_001,1004,Strawberries,Fruit,114,2.44,278.16,0,pint,2024-11-30,2.4,2.98
12-11-2024,Giant_Store_001,1004,Strawberries,Fruit,147,2.15,315.64,1,pint,2024-12-11,2.4,2.98
12-12-2024,Giant_Store_001,1004,Strawberries,Fruit,103,2.44,251.32,0,pint,2024-12-12,2.4,2.98
13-12-2024,Giant_Store_001,1004,Strawberries,Fruit,111,2.44,270.84,0,pint,2024-12-13,2.48,2.98
14-12-2024,Giant_Store_001,1004,Strawberries,Fruit,121,2.44,295.24,0,pint,2024-12-14,2.48,2.05
15-12-2024,Giant_Store_001,1004,Strawberries,Fruit,143,2.15,307.05,1,pint,2024-12-15,2.48,2.05
16-12-2024,Giant_Store_001,1004,Strawberries,Fruit,96,2.44,234.24,0,pint,2024-12-16,2.48,2.05
17-12-2024,Giant_Store_001,1004,Strawberries,Fruit,95,2.44,231.8,0,pint,2024-12-17,2.35,1.75
18-12-2024,Giant_Store_001,1004,Strawberries,Fruit,104,2.44,253.76,0,pint,2024-12-18,2.35,1.75
19-12-2024,Giant_Store_001,1004,Strawberries,Fruit,92,2.44,224.48,0,pint,2024-12-19,2.35,1.75
20-12-2024,Giant_Store_001,1004,Strawberries,Fruit,134,2.44,326.96,0,pint,2024-12-20,2.35,1.75
21-12-2024,Giant_Store_001,1004,Strawberries,Fruit,140,2.44,341.6,0,pint,2024-12-21,2.14,2.31
22-12-2024,Giant_Store_001,1004,Strawberries,Fruit,104,2.44,253.76,0,pint,2024-12-22,2.14,2.31
23-12-2024,Giant_Store_001,1004,Strawberries,Fruit,82,2.44,200.08,0,pint,2024-12-23,2.14,2.31
24-12-2024,Giant_Store_001,1004,Strawberries,Fruit,81,2.44,197.64,0,pint,2024-12-24,2.41,2.31
25-12-2024,Giant_Store_001,1004,Strawberries,Fruit,101,2.44,246.44,0,pint,2024-12-25,2.41,1.71
26-12-2024,Giant_Store_001,1004,Strawberries,Fruit,94,2.44,229.36,0,pint,2024-12-26,2.41,1.71
27-12-2024,Giant_Store_001,1004,Strawberries,Fruit,78,2.44,190.32,0,pint,2024-12-27,2.41,1.71
28-12-2024,Giant_Store_001,1004,Strawberries,Fruit,74,2.44,180.56,0,pint,2024-12-28,2.27,1.88
29-12-2024,Giant_Store_001,1004,Strawberries,Fruit,108,2.44,263.52,0,pint,2024-12-29,2.27,1.88
30-12-2024,Giant_Store_001,1004,Strawberries,Fruit,102,2.44,248.88,0,pint,2024-12-30,2.27,1.88
31-12-2024,Giant_Store_001,1004,Strawberries,Fruit,72,2.44,175.68,0,pint,2024-12-31,2.53,2.2
01-01-2025,Giant_Store_001,1004,Strawberries,Fruit,87,2.44,212.28,0,pint,2025-01-01,2.53,2.2
01-02-2025,Giant_Store_001,1004,Strawberries,Fruit,96,2.44,234.24,0,pint,2025-01-02,2.53,2.2
01-03-2025,Giant_Store_001,1004,Strawberries,Fruit,106,2.44,258.64,0,pint,2025-01-03,2.78,2.49
01-04-2025,Giant_Store_001,1004,Strawberries,Fruit,150,2.44,366.0,0,pint,2025-01-04,2.78,2.49
01-05-2025,Giant_Store_001,1004,Strawberries,Fruit,136,2.44,331.84,0,pint,2025-01-05,2.78,2.49
01-06-2025,Giant_Store_001,1004,Strawberries,Fruit,207,2.44,505.08,0,pint,2025-01-06,2.78,2.33
01-07-2025,Giant_Store_001,1004,Strawberries,Fruit,124,2.44,302.56,0,pint,2025-01-07,2.6,2.33
01-08-2025,Giant_Store_001,1004,Strawberries,Fruit,130,2.44,317.2,0,pint,2025-01-08,2.6,2.33
01-09-2025,Giant_Store_001,1004,Strawberries,Fruit,75,2.44,183.0,0,pint,2025-01-09,2.6,2.42
01-10-2025,Giant_Store_001,1004,Strawberries,Fruit,95,2.44,231.8,0,pint,2025-01-10,2.8,2.42
13-01-2025,Giant_Store_001,1004,Strawberries,Fruit,90,2.44,219.6,0,pint,2025-01-13,2.8,2.42
14-01-2025,Giant_Store_001,1004,Strawberries,Fruit,117,2.44,285.48,0,pint,2025-01-14,2.8,2.44
15-01-2025,Giant_Store_001,1004,Strawberries,Fruit,79,2.44,192.76,0,pint,2025-01-15,2.32,2.44
16-01-2025,Giant_Store_001,1004,Strawberries,Fruit,83,2.44,202.52,0,pint,2025-01-16,2.32,2.44
17-01-2025,Giant_Store_001,1004,Strawberries,Fruit,73,2.44,178.12,0,pint,2025-01-17,2.32,2.29
18-01-2025,Giant_Store_001,1004,Strawberries,Fruit,92,2.44,224.48,0,pint,2025-01-18,2.57,2.29
19-01-2025,Giant_Store_001,1004,Strawberries,Fruit,171,2.15,367.17,1,pint,2025-01-19,2.57,2.29
20-01-2025,Giant_Store_001,1004,Strawberries,Fruit,117,2.44,285.48,0,pint,2025-01-20,2.57,2.08
21-01-2025,Giant_Store_001,1004,Strawberries,Fruit,97,2.44,236.68,0,pint,2025-01-21,2.69,2.08
22-01-2025,Giant_Store_001,1004,Strawberries,Fruit,67,2.15,143.86,1,pint,2025-01-22,2.69,2.08
23-01-2025,Giant_Store_001,1004,Strawberries,Fruit,124,2.44,302.56,0,pint,2025-01-23,2.69,2.08
24-01-2025,Giant_Store_001,1004,Strawberries,Fruit,110,2.44,268.4,0,pint,2025-01-24,2.69,2.76
25-01-2025,Giant_Store_001,1004,Strawberries,Fruit,141,2.44,344.04,0,pint,2025-01-25,2.19,2.76
26-01-2025,Giant_Store_001,1004,Strawberries,Fruit,122,2.44,297.68,0,pint,2025-01-26,2.19,2.76
27-01-2025,Giant_Store_001,1004,Strawberries,Fruit,80,2.44,195.2,0,pint,2025-01-27,2.19,2.38
28-01-2025,Giant_Store_001,1004,Strawberries,Fruit,92,2.44,224.48,0,pint,2025-01-28,2.76,2.38
29-01-2025,Giant_Store_001,1004,Strawberries,Fruit,114,2.44,278.16,0,pint,2025-01-29,2.76,2.38
30-01-2025,Giant_Store_001,1004,Strawberries,Fruit,87,2.44,212.28,0,pint,2025-01-30,2.76,3.12
31-01-2025,Giant_Store_001,1004,Strawberries,Fruit,108,2.44,263.52,0,pint,2025-01-31,2.76,3.12
02-01-2025,Giant_Store_001,1004,Strawberries,Fruit,151,2.15,324.23,1,pint,2025-02-01,2.27,3.12
02-02-2025,Giant_Store_001,1004,Strawberries,Fruit,134,2.44,326.96,0,pint,2025-02-02,2.27,3.12
02-03-2025,Giant_Store_001,1004,Strawberries,Fruit,121,2.44,295.24,0,pint,2025-02-03,2.27,3.15
02-04-2025,Giant_Store_001,1004,Strawberries,Fruit,134,2.44,326.96,0,pint,2025-02-04,2.66,3.15
02-05-2025,Giant_Store_001,1004,Strawberries,Fruit,144,2.44,351.36,0,pint,2025-02-05,2.66,3.15
02-06-2025,Giant_Store_001,1004,Strawberries,Fruit,120,2.44,292.8,0,pint,2025-02-06,2.66,1.89
02-07-2025,Giant_Store_001,1004,Strawberries,Fruit,150,2.44,366.0,0,pint,2025-02-07,2.66,1.89
02-08-2025,Giant_Store_001,1004,Strawberries,Fruit,141,2.44,344.04,0,pint,2025-02-08,2.59,1.89
02-09-2025,Giant_Store_001,1004,Strawberries,Fruit,116,2.15,249.08,1,pint,2025-02-09,2.59,2.69
02-10-2025,Giant_Store_001,1004,Strawberries,Fruit,88,2.44,214.72,0,pint,2025-02-10,2.59,2.69
13-02-2025,Giant_Store_001,1004,Strawberries,Fruit,114,2.44,278.16,0,pint,2025-02-13,2.08,2.69
14-02-2025,Giant_Store_001,1004,Strawberries,Fruit,161,2.15,345.7,1,pint,2025-02-14,2.08,2.69
15-02-2025,Giant_Store_001,1004,Strawberries,Fruit,99,2.44,241.56,0,pint,2025-02-15,2.08,2.69
16-02-2025,Giant_Store_001,1004,Strawberries,Fruit,96,2.44,234.24,0,pint,2025-02-16,2.71,2.69
17-02-2025,Giant_Store_001,1004,Strawberries,Fruit,75,2.44,183.0,0,pint,2025-02-17,2.71,2.69
18-02-2025,Giant_Store_001,1004,Strawberries,Fruit,79,2.44,192.76,0,pint,2025-02-18,2.71,2.44
19-02-2025,Giant_Store_001,1004,Strawberries,Fruit,103,2.44,251.32,0,pint,2025-02-19,2.08,2.44
20-02-2025,Giant_Store_001,1004,Strawberries,Fruit,95,2.44,231.8,0,pint,2025-02-20,2.08,2.44
21-02-2025,Giant_Store_001,1004,Strawberries,Fruit,106,2.44,258.64,0,pint,2025-02-21,2.08,2.33
22-02-2025,Giant_Store_001,1004,Strawberries,Fruit,146,2.44,356.24,0,pint,2025-02-22,2.08,2.33
23-02-2025,Giant_Store_001,1004,Strawberries,Fruit,122,2.44,297.68,0,pint,2025-02-23,2.59,2.33
24-02-2025,Giant_Store_001,1004,Strawberries,Fruit,94,2.44,229.36,0,pint,2025-02-24,2.59,2.39
25-02-2025,Giant_Store_001,1004,Strawberries,Fruit,125,2.44,305.0,0,pint,2025-02-25,2.59,2.39
26-02-2025,Giant_Store_001,1004,Strawberries,Fruit,87,2.44,212.28,0,pint,2025-02-26,2.48,2.39
27-02-2025,Giant_Store_001,1004,Strawberries,Fruit,96,2.15,206.13,1,pint,2025-02-27,2.48,2.39
28-02-2025,Giant_Store_001,1004,Strawberries,Fruit,102,2.44,248.88,0,pint,2025-02-28,2.48,2.11
03-01-2025,Giant_Store_001,1004,Strawberries,Fruit,49,2.44,119.56,0,pint,2025-03-01,2.48,2.11
03-02-2025,Giant_Store_001,1004,Strawberries,Fruit,95,2.44,231.8,0,pint,2025-03-02,2.36,2.11
03-03-2025,Giant_Store_001,1004,Strawberries,Fruit,79,2.44,192.76,0,pint,2025-03-03,2.36,2.11
03-04-2025,Giant_Store_001,1004,Strawberries,Fruit,145,2.44,353.8,0,pint,2025-03-04,2.36,2.8
03-05-2025,Giant_Store_001,1004,Strawberries,Fruit,183,2.44,446.52,0,pint,2025-03-05,2.1,2.8
03-06-2025,Giant_Store_001,1004,Strawberries,Fruit,107,2.44,261.08,0,pint,2025-03-06,2.1,2.8
03-07-2025,Giant_Store_001,1004,Strawberries,Fruit,118,2.44,287.92,0,pint,2025-03-07,2.1,2.8
03-08-2025,Giant_Store_001,1004,Strawberries,Fruit,123,2.44,300.12,0,pint,2025-03-08,2.27,1.94
03-09-2025,Giant_Store_001,1004,Strawberries,Fruit,89,2.44,217.16,0,pint,2025-03-09,2.27,1.94
03-10-2025,Giant_Store_001,1004,Strawberries,Fruit,58,2.44,141.52,0,pint,2025-03-10,2.27,1.94
13-03-2025,Giant_Store_001,1004,Strawberries,Fruit,110,2.44,268.4,0,pint,2025-03-13,2.48,2.33
14-03-2025,Giant_Store_001,1004,Strawberries,Fruit,78,2.44,190.32,0,pint,2025-03-14,2.48,2.33
15-03-2025,Giant_Store_001,1004,Strawberries,Fruit,102,2.44,248.88,0,pint,2025-03-15,2.48,2.33
16-03-2025,Giant_Store_001,1004,Strawberries,Fruit,81,2.44,197.64,0,pint,2025-03-16,2.22,2.33
17-03-2025,Giant_Store_001,1004,Strawberries,Fruit,112,2.44,273.28,0,pint,2025-03-17,2.22,3.05
18-03-2025,Giant_Store_001,1004,Strawberries,Fruit,120,2.44,292.8,0,pint,2025-03-18,2.22,3.05
19-03-2025,Giant_Store_001,1004,Strawberries,Fruit,106,2.44,258.64,0,pint,2025-03-19,2.22,3.05
20-03-2025,Giant_Store_001,1004,Strawberries,Fruit,67,2.44,163.48,0,pint,2025-03-20,2.22,3.05
21-03-2025,Giant_Store_001,1004,Strawberries,Fruit,103,2.44,251.32,0,pint,2025-03-21,2.22,1.92
22-03-2025,Giant_Store_001,1004,Strawberries,Fruit,109,2.44,265.96,0,pint,2025-03-22,2.75,1.92
23-03-2025,Giant_Store_001,1004,Strawberries,Fruit,124,2.44,302.56,0,pint,2025-03-23,2.75,1.92
24-03-2025,Giant_Store_001,1004,Strawberries,Fruit,124,2.44,302.56,0,pint,2025-03-24,2.75,1.92
25-03-2025,Giant_Store_001,1004,Strawberries,Fruit,81,2.44,197.64,0,pint,2025-03-25,2.75,2.39
26-03-2025,Giant_Store_001,1004,Strawberries,Fruit,106,2.44,258.64,0,pint,2025-03-26,2.61,2.39
27-03-2025,Giant_Store_001,1004,Strawberries,Fruit,92,2.44,224.48,0,pint,2025-03-27,2.61,2.39
28-03-2025,Giant_Store_001,1004,Strawberries,Fruit,95,2.44,231.8,0,pint,2025-03-28,2.61,2.18
29-03-2025,Giant_Store_001,1004,Strawberries,Fruit,86,2.44,209.84,0,pint,2025-03-29,2.32,2.18
30-03-2025,Giant_Store_001,1004,Strawberries,Fruit,110,2.44,268.4,0,pint,2025-03-30,2.32,2.18
31-03-2025,Giant_Store_001,1004,Strawberries,Fruit,75,2.44,183.0,0,pint,2025-03-31,2.32,2.44
04-01-2025,Giant_Store_001,1004,Strawberries,Fruit,106,2.44,258.64,0,pint,2025-04-01,2.09,2.44
04-02-2025,Giant_Store_001,1004,Strawberries,Fruit,88,2.44,214.72,0,pint,2025-04-02,2.09,2.44
04-03-2025,Giant_Store_001,1004,Strawberries,Fruit,103,2.44,251.32,0,pint,2025-04-03,2.09,2.44
04-04-2025,Giant_Store_001,1004,Strawberries,Fruit,113,2.44,275.72,0,pint,2025-04-04,2.55,1.78
04-05-2025,Giant_Store_001,1004,Strawberries,Fruit,200,2.44,488.0,0,pint,2025-04-05,2.55,1.78
04-06-2025,Giant_Store_001,1004,Strawberries,Fruit,112,2.44,273.28,0,pint,2025-04-06,2.55,1.78
04-07-2025,Giant_Store_001,1004,Strawberries,Fruit,136,2.44,331.84,0,pint,2025-04-07,2.08,1.78
04-08-2025,Giant_Store_001,1004,Strawberries,Fruit,93,2.44,226.92,0,pint,2025-04-08,2.08,2.2
04-09-2025,Giant_Store_001,1004,Strawberries,Fruit,98,2.44,239.12,0,pint,2025-04-09,2.08,2.2
04-10-2025,Giant_Store_001,1004,Strawberries,Fruit,114,2.44,278.16,0,pint,2025-04-10,2.08,2.2
13-04-2025,Giant_Store_001,1004,Strawberries,Fruit,178,2.44,434.32,0,pint,2025-04-13,2.41,1.79
14-04-2025,Giant_Store_001,1004,Strawberries,Fruit,127,2.44,309.88,0,pint,2025-04-14,2.41,1.79
15-04-2025,Giant_Store_001,1004,Strawberries,Fruit,98,2.44,239.12,0,pint,2025-04-15,2.41,1.79
16-04-2025,Giant_Store_001,1004,Strawberries,Fruit,146,2.44,356.24,0,pint,2025-04-16,2.41,1.9
17-04-2025,Giant_Store_001,1004,Strawberries,Fruit,160,2.44,390.4,0,pint,2025-04-17,2.77,1.9
18-04-2025,Giant_Store_001,1004,Strawberries,Fruit,119,2.44,290.36,0,pint,2025-04-18,2.77,1.9
19-04-2025,Giant_Store_001,1004,Strawberries,Fruit,157,2.44,383.08,0,pint,2025-04-19,2.77,1.79
20-04-2025,Giant_Store_001,1004,Strawberries,Fruit,181,2.15,388.64,1,pint,2025-04-20,2.67,1.79
21-04-2025,Giant_Store_001,1004,Strawberries,Fruit,133,2.44,324.52,0,pint,2025-04-21,2.67,1.79
22-04-2025,Giant_Store_001,1004,Strawberries,Fruit,111,2.44,270.84,0,pint,2025-04-22,2.67,1.79
23-04-2025,Giant_Store_001,1004,Strawberries,Fruit,167,2.44,407.48,0,pint,2025-04-23,2.28,2.3
24-04-2025,Giant_Store_001,1004,Strawberries,Fruit,124,2.44,302.56,0,pint,2025-04-24,2.28,2.3
25-04-2025,Giant_Store_001,1004,Strawberries,Fruit,121,2.44,295.24,0,pint,2025-04-25,2.28,2.3
26-04-2025,Giant_Store_001,1004,Strawberries,Fruit,154,2.44,375.76,0,pint,2025-04-26,2.65,1.89
27-04-2025,Giant_Store_001,1004,Strawberries,Fruit,142,2.44,346.48,0,pint,2025-04-27,2.65,1.89
28-04-2025,Giant_Store_001,1004,Strawberries,Fruit,136,2.44,331.84,0,pint,2025-04-28,2.65,1.89
29-04-2025,Giant_Store_001,1004,Strawberries,Fruit,123,2.44,300.12,0,pint,2025-04-29,2.52,1.76
30-04-2025,Giant_Store_001,1004,Strawberries,Fruit,151,2.44,368.44,0,pint,2025-04-30,2.52,1.76
05-01-2025,Giant_Store_001,1004,Strawberries,Fruit,104,2.44,253.76,0,pint,2025-05-01,2.52,1.76
05-02-2025,Giant_Store_001,1004,Strawberries,Fruit,95,2.44,231.8,0,pint,2025-05-02,2.39,1.76
05-03-2025,Giant_Store_001,1004,Strawberries,Fruit,94,2.44,229.36,0,pint,2025-05-03,2.39,1.97
05-04-2025,Giant_Store_001,1004,Strawberries,Fruit,150,2.44,366.0,0,pint,2025-05-04,2.39,1.97
05-05-2025,Giant_Store_001,1004,Strawberries,Fruit,162,2.15,347.85,1,pint,2025-05-05,2.39,1.97
05-06-2025,Giant_Store_001,1004,Strawberries,Fruit,118,2.44,287.92,0,pint,2025-05-06,2.74,1.97
05-07-2025,Giant_Store_001,1004,Strawberries,Fruit,179,2.44,436.76,0,pint,2025-05-07,2.74,3.05
05-08-2025,Giant_Store_001,1004,Strawberries,Fruit,119,2.44,290.36,0,pint,2025-05-08,2.74,3.05
05-09-2025,Giant_Store_001,1004,Strawberries,Fruit,104,2.44,253.76,0,pint,2025-05-09,2.74,3.05
05-10-2025,Giant_Store_001,1004,Strawberries,Fruit,94,2.44,229.36,0,pint,2025-05-10,2.47,2.21
13-05-2025,Giant_Store_001,1004,Strawberries,Fruit,187,2.15,401.53,1,pint,2025-05-13,2.47,2.21
14-05-2025,Giant_Store_001,1004,Strawberries,Fruit,135,2.44,329.4,0,pint,2025-05-14,2.47,2.21
15-05-2025,Giant_Store_001,1004,Strawberries,Fruit,122,2.44,297.68,0,pint,2025-05-15,2.47,2.07
16-05-2025,Giant_Store_001,1004,Strawberries,Fruit,98,2.44,239.12,0,pint,2025-05-16,2.73,2.07
17-05-2025,Giant_Store_001,1004,Strawberries,Fruit,168,2.44,409.92,0,pint,2025-05-17,2.73,2.07
18-05-2025,Giant_Store_001,1004,Strawberries,Fruit,182,2.44,444.08,0,pint,2025-05-18,2.73,2.03
19-05-2025,Giant_Store_001,1004,Strawberries,Fruit,144,2.44,351.36,0,pint,2025-05-19,2.73,2.03
20-05-2025,Giant_Store_001,1004,Strawberries,Fruit,125,2.44,305.0,0,pint,2025-05-20,2.22,2.03
21-05-2025,Giant_Store_001,1004,Strawberries,Fruit,111,2.44,270.84,0,pint,2025-05-21,2.22,1.75
22-05-2025,Giant_Store_001,1004,Strawberries,Fruit,103,2.44,251.32,0,pint,2025-05-22,2.22,1.75
23-05-2025,Giant_Store_001,1004,Strawberries,Fruit,109,2.44,265.96,0,pint,2025-05-23,2.22,1.75
24-05-2025,Giant_Store_001,1004,Strawberries,Fruit,176,2.44,429.44,0,pint,2025-05-24,2.64,2.39
25-05-2025,Giant_Store_001,1004,Strawberries,Fruit,154,2.44,375.76,0,pint,2025-05-25,2.64,2.39
26-05-2025,Giant_Store_001,1004,Strawberries,Fruit,130,2.44,317.2,0,pint,2025-05-26,2.64,2.39
27-05-2025,Giant_Store_001,1004,Strawberries,Fruit,91,2.44,222.04,0,pint,2025-05-27,2.64,2.39
28-05-2025,Giant_Store_001,1004,Strawberries,Fruit,206,2.15,442.32,1,pint,2025-05-28,2.33,1.98
29-05-2025,Giant_Store_001,1004,Strawberries,Fruit,160,2.44,390.4,0,pint,2025-05-29,2.33,1.98
30-05-2025,Giant_Store_001,1004,Strawberries,Fruit,114,2.44,278.16,0,pint,2025-05-30,2.33,1.98
31-05-2025,Giant_Store_001,1004,Strawberries,Fruit,107,2.44,261.08,0,pint,2025-05-31,2.33,2.66
06-01-2025,Giant_Store_001,1004,Strawberries,Fruit,68,2.44,165.92,0,pint,2025-06-01,2.75,2.66
06-02-2025,Giant_Store_001,1004,Strawberries,Fruit,105,2.44,256.2,0,pint,2025-06-02,2.75,2.66
06-03-2025,Giant_Store_001,1004,Strawberries,Fruit,93,2.44,226.92,0,pint,2025-06-03,2.75,2.66
06-04-2025,Giant_Store_001,1004,Strawberries,Fruit,193,2.44,470.92,0,pint,2025-06-04,2.75,2.62
06-05-2025,Giant_Store_001,1004,Strawberries,Fruit,115,2.44,280.6,0,pint,2025-06-05,2.37,2.62
06-06-2025,Giant_Store_001,1004,Strawberries,Fruit,116,2.44,283.04,0,pint,2025-06-06,2.37,2.62
06-07-2025,Giant_Store_001,1004,Strawberries,Fruit,186,2.44,453.84,0,pint,2025-06-07,2.37,2.62
06-08-2025,Giant_Store_001,1004,Strawberries,Fruit,81,2.44,197.64,0,pint,2025-06-08,2.37,2.53
06-09-2025,Giant_Store_001,1004,Strawberries,Fruit,88,2.44,214.72,0,pint,2025-06-09,2.69,2.53
06-10-2025,Giant_Store_001,1004,Strawberries,Fruit,74,2.44,180.56,0,pint,2025-06-10,2.69,2.53
13-06-2025,Giant_Store_001,1004,Strawberries,Fruit,123,2.44,300.12,0,pint,2025-06-13,2.69,2.53
14-06-2025,Giant_Store_001,1004,Strawberries,Fruit,158,2.44,385.52,0,pint,2025-06-14,2.69,2.73
15-06-2025,Giant_Store_001,1004,Strawberries,Fruit,188,2.44,458.72,0,pint,2025-06-15,2.79,2.73
16-06-2025,Giant_Store_001,1004,Strawberries,Fruit,125,2.44,305.0,0,pint,2025-06-16,2.79,2.73
17-06-2025,Giant_Store_001,1004,Strawberries,Fruit,181,2.15,388.64,1,pint,2025-06-17,2.79,2.73
18-06-2025,Giant_Store_001,1004,Strawberries,Fruit,120,2.44,292.8,0,pint,2025-06-18,2.79,2.22
19-06-2025,Giant_Store_001,1004,Strawberries,Fruit,135,2.44,329.4,0,pint,2025-06-19,2.58,2.22
20-06-2025,Giant_Store_001,1004,Strawberries,Fruit,91,2.44,222.04,0,pint,2025-06-20,2.58,2.22
21-06-2025,Giant_Store_001,1004,Strawberries,Fruit,170,2.44,414.8,0,pint,2025-06-21,2.58,2.67
22-06-2025,Giant_Store_001,1004,Strawberries,Fruit,153,2.44,373.32,0,pint,2025-06-22,2.58,2.67
23-06-2025,Giant_Store_001,1004,Strawberries,Fruit,152,2.44,370.88,0,pint,2025-06-23,2.61,2.67
24-06-2025,Giant_Store_001,1004,Strawberries,Fruit,153,2.44,373.32,0,pint,2025-06-24,2.61,1.89
25-06-2025,Giant_Store_001,1004,Strawberries,Fruit,139,2.44,339.16,0,pint,2025-06-25,2.61,1.89
26-06-2025,Giant_Store_001,1004,Strawberries,Fruit,120,2.44,292.8,0,pint,2025-06-26,2.61,1.89
27-06-2025,Giant_Store_001,1004,Strawberries,Fruit,121,2.44,295.24,0,pint,2025-06-27,2.44,2.25
28-06-2025,Giant_Store_001,1004,Strawberries,Fruit,132,2.44,322.08,0,pint,2025-06-28,2.44,2.25
29-06-2025,Giant_Store_001,1004,Strawberries,Fruit,155,2.44,378.2,0,pint,2025-06-29,2.44,2.25
30-06-2025,Giant_Store_001,1004,Strawberries,Fruit,97,2.44,236.68,0,pint,2025-06-30,2.4,2.72
07-01-2025,Giant_Store_001,1004,Strawberries,Fruit,70,2.44,170.8,0,pint,2025-07-01,2.4,2.72
